id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,correoelec,latitud,longitud,fecha_alta
6865903,01001722516000363000025835S1,LITTLE CAESARS SAN MARCOS,ACF PIZZA SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,AGUASCALIENTES PTE,CALLE,DEL PARQUE,CALLE,RAFAEL,CALLE,MIGUEL ÁNGEL,502,,,COLONIA,SAN MARCOS,,,,,01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0587,008,CONTABILIDAD@ACFPIZZA.COM,21.87908022,-102.3182443,2019-04
119790,02004722517000463000037396S0,LITTLE CAESAR S PIZZA,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,AVENIDA,CORALES,AVENIDA,PASEO ENSENADA,CALLE,PASEO ESTRELLA DEL MAR,AVENIDA,CORALES,502,34,,ZONA COMERCIAL,22500,,,,22504,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,1401,066,GERENTE.PLY@CORAL.COM,32.53178844,-117.1147041,2014-12
9745885,02004722517011633000000000S5,LITTLE CAESARS,COMERCIALIZADORA RESTAURANTERA GLZOC SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,BOULEVARD,PARALELO 28 MATAMOROS Y O CUCAPAH,BOULEVARD,2,CALLE,PASEO VILLA FONTANA,CALLE,ANDALUCIA,0,,,FRACCIONAMIENTO,VILLA FONTANA,,,,22205,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,5279,022,,32.51382805,-116.8656081,2024-11
6705951,02001722517001533000037396S5,LITTLE CAESARS,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,CARRETERA,TRANSPENINSULAR  REFORMA,CALLE,GRANADA,CALLE,NINGUNO,CALLE,GRANADA,4021,0,,FRACCIONAMIENTO,LOMA DORADA,,,,22897,02,Baja California,001,Ensenada,0001,Ensenada                                                                                                      ,5991,011,MAR@LCORAL.COM,31.82326777,-116.5993877,2016-01
9224065,02002722516001643000037396S2,LITTLE CAESARS ANAHUAC,CORPORACION DE ALIMENTOS DE MEXICALI SA,722516,Restaurantes de autoservicio,11 a 30 personas,BOULEVARD,ANÁHUAC,AVENIDA,CERESOLE,CALLE,GÓMEZ MORÍN,CALLE,HACIENDA PEHUENE,1301,,,COLONIA,CASA MAGNA,,,,,02,Baja California,002,Mexicali,0001,Mexicali                                                                                                      ,6060,037,REYNALDO.GAMEZ@LCORAL.COM,32.59351621,-115.4765395,2020-04
9224063,02002722516001623000037396S4,LITTLE CAESARS BENITO JUAREZ,CORPORACION DE ALIMENTOS DE MEXICALI SA,722516,Restaurantes de autoservicio,11 a 30 personas,BOULEVARD,BENITO JUÁREZ,AVENIDA,MARÍA,AVENIDA,TRINIDAD,CALLE,BEATRIZ,2092,,,COLONIA,RESIDENCIAS,,,,,02,Baja California,002,Mexicali,0001,Mexicali                                                                                                      ,4647,016,REYNALDO.GAMEZ@LCORAL.COM,32.62820848,-115.4452009,2020-04
8723775,02004722516003581000000400S8,LITTLE CAESARS CASA BLANCA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,CALLE,RUTA INDEPENDENCIA,CALLE,Águila Silbona,CALLE,Monte Fuji,CALLE,Casa Blanca,19280,,,COLONIA,BAJA MAQ EL AGUILA,CENTRO Y PLAZA COMERCIAL,BODEGA AURRERA EL AGUILA,,22215,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7114,036,TNORIS@LITTLE-CAESARS.COM.MX,32.49898278,-116.9057904,2019-11
9411389,02004722516003905000000400S9,LITTLE CAESARS CEDROS,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,ROSARIO,CALLE,Isla Coronado,OTRO(ESPECIFIQUE),Sin Referencia,CALLE,Bahía Tortuga,27,,,COLONIA,PORTICOS DE SAN ANTONIO,,,,22666,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,0780,011,TNORIS@LITTLE-CAESARS.COM.MX,32.43299715,-117.0423352,2023-11
6285230,02004722212012733001000400S0,LITTLE CAESARS CUCAPA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,CUCAPAH,CALLE,Begonias,CALLE,CFE,AVENIDA,Bonanza,21430,,,COLONIA,JARDIN DORADO,,,,22200,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,4444,028,TNORIS@LITTLE-CAESARS.COM.MX,32.51365134,-116.8867187,2010-07
9415509,02004722516003935000000400S6,LITTLE CAESARS DELICIAS,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,LAS DELICIAS,CALLE,Arroyo Nuevo,CALLE,Arroyo Hondo,CALLE,Arroyo Seco,1482,,,COLONIA,HACIENDA LAS DELICIAS,,,,22163,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,8254,049,TNORIS@LITTLE-CAESARS.COM.MX,32.40706379,-116.9419418,2023-11
6285186,02004722516000163001000400S8,LITTLE CAESARS DIAZ ORDAZ,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,CALLE,Los Árboles,AVENIDA,Santa Fe,CALLE,Primera,137,,,COLONIA,SANTA FE,,,,22620,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3431,017,TNORIS@LITTLE-CAESARS.COM.MX,32.49605207,-116.9618144,2014-12
6285183,02004722516000153001000400S9,LITTLE CAESARS EL PRADO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,CALLE,Calle de las Gladiolas,CALLE,Calle de las Orquídeas,CALLE,Ferrocarril,12678,,,HACIENDA,EL PRADO,,,,22105,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,0456,026,TNORIS@LITTLE-CAESARS.COM.MX,32.50899279,-116.9872619,2014-12
8723630,02004722516003531000000400S3,LITTLE CAESARS FLORIDO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CONTINUACION,LÁZARO CÁRDENAS,CALLEJON,Alta tension,BOULEVARD,Corredor 2000,ANDADOR,De Servicio,7821,,,COLONIA,REAL DE SAN FRANCISCO I,,,,22236,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7190,068,TNORIS@LITTLE-CAESARS.COM.MX,32.48978608,-116.8511971,2019-11
6285184,02004722516000171001000400S1,LITTLE CAESARS FUNDADORES,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,BOULEVARD DE LOS FUNDADORES,CALLE,Cuarzo,CALLE,Punta Banda,OTRO(ESPECIFIQUE),NINGUNO,6802,,,FRACCIONAMIENTO,22637,,,,22626,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,169A,001,TNORIS@LITTLE-CAESAR.COM.MX,32.48126174,-117.0361496,2014-12
6285185,02004722516000203001000400S2,LITTLE CAESARS INSURGENTES,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,31 a 50 personas,BOULEVARD,DE LOS INSURGENTES,CALLE,Campos,PRIVADA,Misión San Ignacio,PRIVADA,Ninguno,78168,2,,COLONIA,CAPISTRANO INFONAVIT,CENTRO Y PLAZA COMERCIAL,SORIANA SUPER CAPISTRANO,,22225,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,1717,032,TNORIS@LITTLE-CAESAR.COM.MX,32.47823536,-116.9218314,2011-03
9415511,02004722516003955000000400S4,LITTLE CAESARS JIBARITO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,FLORES MAGÓN,AVENIDA,Juan Pablo II,CALLE,Maquiladoras,AVENIDA,Tierras Ociosas,3101,,,COLONIA,GRANJAS PUESTA DEL SOL,,,,22607,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3677,029,TNORIS@LITTLE-CAESARS.COM.MX,32.48644151,-117.0793512,2023-11
9320824,02004722516003704000000400S6,LITTLE CAESARS LA GLORIA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,31 a 50 personas,CALLE,CUAUHTÉMOC SUR,CALLE,Cruz del Sur,CALLE,Calle el Rosarito,PRIVADA,Ninguno,54,14,,COLONIA,LA  JOYA,CENTRO Y PLAZA COMERCIAL,PASEO LA GLORIA,L14 Y L15,22645,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,6188,004,TNORIS@LITTLE-CAESAR.COM.MX,32.44543129,-117.0156426,2020-11
9409782,02004722516004023000000400S0,LITTLE CAESARS LA MESA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,CALLE,Manuel Contreras,AVENIDA,Avenida de las Orquídeas,AVENIDA,Dalias,17151,,,COLONIA,JARDINES DE LA MESA PRESA RODRIGUEZ,,,,22680,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,525A,006,TNORIS@LITTLE-CAESARS.COM.MX,32.46467419,-116.9299109,2023-11
8723670,02004722516003551000000400S1,LITTLE CAESARS LA PAJARITA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,CALLE,ROSARIO,CALLE,Ninguno,CALLE,Ninguno,CALLE,Ninguno,7002,37,,COLONIA,LOMAS DEL MAR,CENTRO Y PLAZA COMERCIAL,LA PAJARITA,C37 Y C38,22564,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7843,001,TNORIS@LITTLE-CAESAR.MX,32.44417326,-117.0351381,2019-11
9448019,02004722516003985000000400S1,LITTLE CAESARS LAS ABEJAS,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,BOULEVARD EL REFUGIO,CALLE,Wahoo,CALLE,Tulipán,CALLE,Sandía,9721,,,COLONIA,EL FLORIDO III,,,,22414,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,4586,038,TNORIS@LITTLE-CAESARS.COM.MX,32.47449262,-116.860363,2023-11
6285181,02004722516000193001000400S5,LITTLE CAESARS LAS FUENTES,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,EL REFUGIO,AVENIDA,Las Fuentes,AVENIDA,3,OTRO(ESPECIFIQUE),NINGUNO,25420,,,COLONIA,FIDEICOMISO EL FLORIDO 2DA SECCION,CENTRO Y PLAZA COMERCIAL,PLAZA LAS FUENTES,1,22245,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,6915,045,TNORIS@LITTLE-CAESAR.COM.MX,32.4654424,-116.8651515,2011-03
9411390,02004722516003915000000400S8,LITTLE CAESARS LIBERTAD,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,CALZADA,DEFENSORES DE BAJA CALIFORNIA,CALLE,Santiago de la Cruz,BOULEVARD,Cuauhtémoc Norte,CALLE,Calle del Ferrocarril,10,,,COLONIA,BUROCRATAS LUIS CORTINEZ,,,,22400,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3338,040,TNORIS@LITTLE-CAESARS.COM.MX,32.5301015,-117.0115864,2023-11
8723629,02004722516003521000000400S4,LITTLE CAESARS LOS PINOS,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,CALLE,Manuel Contreras,CALLE,Roberto de la Madrid,AVENIDA,Dalias,14500,,,COLONIA,JARDINES DE LA MESA,,,,22126,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,4158,021,TNORIS@LITTLE-CAESARS.COM.MX,32.4610841,-116.9262061,2019-11
9405244,02004722516004013000000400S1,LITTLE CAESARS MACLOVIO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CARRETERA,LIBRE A TECATE,CALLE,Francisco I. Madero,CALLE,Miguel Hidalgo,PRIVADA,24 de Febrero,528,,,COLONIA,MACLOVIO ROJAS,,,,22254,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,6046,002,TNORIS@LITTLE-CAESARS.COM.MX,32.46748243,-116.8043603,2023-11
9223681,02001722516001183000037396S1,LITTLE CAESARS MACROPLAZA,CORPORACION DE ALIMENTOS DE MEXICALI SA,722516,Restaurantes de autoservicio,11 a 30 personas,CARRETERA,TRANSPENINSULAR (REFORMA),CALLE,HIERRO,CALLE,NINGUNO,CALLE,NINGUNO,4021,,,COLONIA,CARLOS PACHECO,CENTRO Y PLAZA COMERCIAL,MACROPLAZA,7,,02,Baja California,001,Ensenada,0001,Ensenada                                                                                                      ,5987,054,REYNALDO.GAMEZ@LCORAL.COM,31.82194612,-116.5988786,2020-04
122068,02004722517000133002000400S8,LITTLE CAESARS MADERO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,FRANCISCO I. MADERO,BOULEVARD,Agua Caliente,CALLE,11 (Plutarco Elías Calles),AVENIDA,Miguel Negrete,2070,,,COLONIA,ZONA CENTRO,,,,22000,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3022,026,TNORIS@LITTLE-CAESARS.COM.MX,32.52371709,-117.0339132,2014-12
8723776,02004722516003591000000400S7,LITTLE CAESARS MARIANO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,CAMINO GUADALUPE VICTORIA,CALLE,Lacandones,CALLE,Ruta Mariano Matamoros,CALLE,Camino a Calpulli,22100,,,COLONIA,MARIANO MATAMOROS,,,,22500,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,4302,017,TNORIS@LITTLE-CAESARS.COM.MX,32.48032941,-116.880357,2019-11
8704306,02004722516003511000000400S5,LITTLE CAESARS NATURA,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,BOSQUES DE MÉXICO,BOULEVARD,Natura,PRIVADA,Golondrina Dos,OTRO(ESPECIFIQUE),Sin Referencia,15450,,,COLONIA,NATURA SECCION BOSQUES,,,,22165,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,1045,016,TNORIS@LITTLE-CAESAR.COM-MX,32.37742834,-116.9354214,2019-11
9318720,02002722517005524000037396S8,LITTLE CAESARS NOVENA,CORPORACION DE ALIMENTOS DE MEXICALI SA,722516,Restaurantes de autoservicio,31 a 50 personas,CALLE,NOVENA,BOULEVARD,ISLAS AGRARIAS,BOULEVARD,LÁZARO CÁRDENAS,CALLE,CALLE DEL ARROYAN,1540,,,FRACCIONAMIENTO,NUEVO MEXICALI,CENTRO Y PLAZA COMERCIAL,PLAZA ALTA,1,,02,Baja California,002,Mexicali,0001,Mexicali                                                                                                      ,615A,026,REYNALDO.GAMEZ@LCORAL.COM,32.61084188,-115.3865477,2020-11
6424470,02002722516000381001037396S0,LITTLE CAESARS NUEVO MEXICALI,CORPORACION DE ALIMENTOS DE MEXICALI SA,722516,Restaurantes de autoservicio,11 a 30 personas,BOULEVARD,LÁZARO CÁRDENAS,CALLE,CALLE DEL ARROYAN,CALLE,NOVENA,BOULEVARD,ISLAS AGRARIAS,2995,,,COLONIA,NUEVO MEXICALI,,,,,02,Baja California,002,Mexicali,0001,Mexicali                                                                                                      ,615A,026,REYNALDO.GAMEZ@LCORAL.COM,32.61027458,-115.3860349,2014-12
6855600,02004722516001151001000400S2,LITTLE CAESARS OFICINAS 1,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,DOCTOR ATL,AVENIDA,Paseo de los Héroes,CALLE,Vía Rápida,AVENIDA,José Clemente Orozco,2084,,,COLONIA,ZONA URBANA RIO TIJUANA,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE ZENTRUM,603,22010,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3357,002,TNORIS@LITTLE-CAESARS.COM.MX,32.52488705,-117.0143795,2018-11
8723990,02004722516003601000000400M4,LITTLE CAESARS OFICINAS ADMINISTRATIVAS,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,JOSÉ CLEMENTE OROZCO,AVENIDA,PASEO DE LOS HÉROES,BOULEVARD,GENERAL RODOLFO SÁNCHEZ TABOADA,AVENIDA,RÍO TIJUANA,2084,,,COLONIA,ZONA URBANA RIO TIJUANA,CENTRO Y PLAZA COMERCIAL,PLAZA RIO,99,22010,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,3357,002,TNORIS@LITTLE-CAESARS.COM.MX,32.52499202,-117.0142833,2019-11
116941,02004722517000593011037396S4,LITTLE CAESARS OTAY,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722516,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,CONSTITUYENTES,OTRO(ESPECIFIQUE),NINGUNO,BOULEVARD,Lázaro Cárdenas,OTRO(ESPECIFIQUE),NINGUNO,14527,,,COLONIA,22427,CENTRO Y PLAZA COMERCIAL,PLAZA UNISUR,23 Y 24,22427,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,0282,008,REYNALDO.GAMEZ@LCORAL.COM,32.53156292,-116.9582041,2014-12
9224718,02005722516000313000037396S6,LITTLE CAESARS PABELLON,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,OTRO(ESPECIFIQUE),LIBRE TIJUANA-ROSARITO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,300,,A,COLONIA,REFORMA,CENTRO Y PLAZA COMERCIAL,PABELLON ROSARITO GRAND,1A,22710,02,Baja California,005,Playas de Rosarito,0001,Playas de Rosarito                                                                                            ,0218,026,REYNALDO.GAMEZ@LCORAL.COM,32.3763324,-117.0608547,2020-04
8723774,02004722516003571000000400S9,LITTLE CAESARS PACIFICO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,SALVADOR ROSAS MAGALLÓN,CALLE,Esmeralda,CALLE,Pacífico,BOULEVARD,Pacífico,7501,33,,COLONIA,PARQUE INDUSTRIAL PACIFICO,,PACIFICO,33,22643,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,6614,008,TNORIS@LITTLE-CAESARS.COM.MX,32.47640697,-116.9952095,2019-11
9456743,02004722516004035000000400S4,LITTLE CAESARS PANAMERICANO,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,CALLE,PANAMERICANA,CALLE,Xicoténcatl,CALLE,Ecuador,PRIVADA,Ninguno,10800,,,FRACCIONAMIENTO,PANAMERICANO,,,,22647,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7468,004,TNORIS@LITTLE-CAESARS.COM.MX,32.45924045,-117.0012451,2023-11
114480,02004722517000503011000400S3,LITTLE CAESARS PAPALOTE,CESARMEX SA DE CV,722516,Restaurantes de autoservicio,51 a 100 personas,BOULEVARD,DE LOS INSURGENTES,BOULEVARD,Cañon Gato Bronco (Manuel J. Clouthier),CALLE,Rampa Cetys,CALLE,Ninguno,16902,11,,COLONIA,EL LAGO,CENTRO Y PLAZA COMERCIAL,PAPALOTE,02,22210,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7078,027,TNORIS@LITTLE-CAESARS.COM.MX,32.49702758,-116.933019,2014-12
8723672,02004722516003561000000000S4,LITTLE CAESARS PIZZA,GLZPIZZA OPERADORA DE FRANQUICIAS SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,CARRETERA,LIBRE A TECATE,CONTINUACION,2000,CARRETERA,PANTANO,CONTINUACION,2000,25420,,,COLONIA,FIDEICOMISO EL FLORIDO,CENTRO Y PLAZA COMERCIAL,PLAZA SENDERO,SA EXT 3,22245,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,7805,018,,32.45387772,-116.8370304,2019-11
131112,02005722517000032001000000S0,LITTLE CAESARS PIZZA PABELLÓN,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,BOULEVARD,MELCHOR OCAMPO,CALLE,NINGUNO,CALLE,MELCHOR OCAMPO,ANDADOR,COMERCIAL,0,0,,ZONA COMERCIAL,CALLE REFORMA PARCELA,,,,22710,02,Baja California,005,Playas de Rosarito,0001,Playas de Rosarito                                                                                            ,0218,026,,32.37354941,-117.0596166,2014-12
9224674,02004722516003663000037396S4,LITTLE CAESARS PLAYAS,CORPORACION DE ALIMENTOS DE MEXICALI SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,PASEO ENSENADA,CALLE,Calle del Risco,AVENIDA,Corales,CALLE,Paseo Estrella del Mar,502,,,COLONIA,22500,CENTRO Y PLAZA COMERCIAL,PLAZA CORONADO,G,22200,02,Baja California,004,Tijuana,0001,Tijuana                                                                                                       ,1401,066,REYNALDO.GAMEZ@LCORAL.COM,32.53178563,-117.1149267,2020-04
